...1,Reference,DOI,CodeCitation,Year,Ecosystem,Habitat,Country,Biological.group,Mean_size,UIS,ML,Size_variance,Variance_type,Min_length,Max_length,Starting_month,Starting_year,Final_month,Final_year,Sampling_frequency,Sampling_method,Organ_content,N.sampling.unit,N.organisms,TotalMiP,TotalMeP,TotalMaP,TotalPD,FO_PD,NF_PD,FW_PD,Dead,Fragments,Fibers_thread,Pellets,Beads_granule,Foam,Film_sheet,Paintchips,Other_types,Type_unit,Average.Size_PD,Min.Size_PD,Max.size_PD,Size.variance_PD,Variance_type.1,Size_unit,Area_PD,Area_unit,Mass_PD,Volume_PD,Blue,White,Transparent,Gray,Black,Yellow,Brown,PinkPurple,Orange,Red,Green,Colored,Other_colors,Color_unit,Polymer1,Polymer1.items,Polymer2,Polymer2.items,Polymer3,Polymer3.items,Polymer4,Polymer4.items,Polymer5,Polymer5.items,Polymer6,Polymer6.items,Polymer7,Polymer7.items,Polymer8,Polymer8.items,Polymer9,Polymer9.items,Polymer10,Polymer10.items,Polymer11,Polymer11.items,Polymer12,Polymer12.items,Other_Polymers,Other_PolymersItems,Polymer_unit,QAQC_protocol,Extraction_method,Polymeric_analysis,Obs,species,kingdom,subkingdom,infrakingdom,class,order,family,genus,phylum,Lat,Lon,common.name,TotalP
2257,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Antarctica,Island,Antarctica,Birds,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA,1998,NA,Necropsy,Stomach,45,45,NA,NA,NA,342,NA,NA,NA,Yes,194,2,110,2,20,14,0,0,Number,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Polyethylene,252,Polypropylene,50,Polystyrene,5,Ethylene vinyl acetate,5,Acrylonitrile butadiene styrene,4,Polyvinyl chloride,1,Polyamide,1,None,NA,None,NA,None,NA,None,NA,None,NA,Others,1,%,No,Filtration/Visual selection,NIR/FTIR,NA,Oceanites oceanicus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Oceanites,Chordata,-66,110,Wilson's storm-petrel,342
2258,"Kuhn et al., 2021",10.1007/s11356-020-10540-6,MPB00930,2020,Antarctica,Island,Antarctica,Birds,NA,NA,NA,NA,NA,NA,NA,NA,1985,NA,1985,NA,Necropsy,Stomach,1,1,NA,NA,NA,1,NA,NA,NA,Yes,0,0,0,0,1,0,0,0,Number,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Polyethylene,1,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,%,No,Filtration/Visual selection,NIR/FTIR,NA,Pagodroma nivea,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pagodroma,Chordata,-66,110,lesser snow-petrel,1
2288,"Lavers et al., 2018",10.1016/j.marpolbul.2018.06.023,MPB00458,2018,Island,Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,2018,NA,Lavage/Necropsy,GIT,224,224,NA,NA,NA,NA,NA,NA,NA,Both,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna pacifica,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-31.5,159.1,NA,0
2289,"Lavers et al., 2018",10.1016/j.marpolbul.2018.06.023,MPB00458,2018,Island,Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,2005,NA,2018,NA,Lavage/Necropsy,GIT,224,224,NA,NA,NA,NA,NA,NA,NA,Both,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna pacifica,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-31.56666667,159.0333333,NA,0
2290,"Lavers et al., 2019",10.1021/acs.est.9b02098,MPB00528,2019,Island,Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,May,2014,May,2017,Annually,Lavage,NA,53,53,NA,NA,NA,NA,0,NA,NA,No,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,31.554,159.085,Flesh-footed shearwater,0
2291,"Lavers et al., 2019",10.1016/j.marpolbul.2019.04.001,MPB00653,2019,Coastal,Coastal,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,May,2017,May,2018,NA,Necropsy,Gizzard,57,57,230,129,NA,359,91.5,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,0.33,5,NA,NA,mm,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,NA,NA,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-31.85,159.1,Flesh-footed shearwater,718
3073,"Nicastro et al., 2018",10.1016/j.marpolbul.2017.11.050,MPB00430,2018,Coastal Waters,Coastal Waters,Portugal,Birds,NA,NA,NA,NA,NA,NA,NA,June,2014,June,2016,Occasionally,Necropsy,Stomach,2,2,NA,NA,NA,0,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,ATR-FTIR,Geographic coordinate estimated,Alca torda,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Alca,Chordata,37.03424,-7.8221,razorbill,0
3076,"Nicastro et al., 2018",10.1016/j.marpolbul.2017.11.050,MPB00430,2018,Coastal Waters,Coastal Waters,Portugal,Birds,NA,NA,NA,NA,NA,NA,NA,June,2014,June,2016,Occasionally,Necropsy,Stomach,62,62,NA,NA,NA,NA,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Polyacrylamide,NA,Polyethylene,NA,Polystyrene,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,ATR-FTIR,Geographic coordinate estimated,Larus fuscus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Larus,Chordata,37.03424,-7.8221,NA,0
3077,"Nicastro et al., 2018",10.1016/j.marpolbul.2017.11.050,MPB00430,2018,Coastal Waters,Coastal Waters,Portugal,Birds,NA,NA,NA,NA,NA,NA,NA,June,2014,June,2016,Occasionally,Necropsy,Stomach,75,75,NA,NA,NA,NA,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Polyacrylamide,NA,Polyethylene,NA,Polystyrene,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,ATR-FTIR,Geographic coordinate estimated,Larus michahellis,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Larus,Chordata,37.03424,-7.8221,yellow-legged gull,0
3078,"Nicastro et al., 2018",10.1016/j.marpolbul.2017.11.050,MPB00430,2018,Coastal Waters,Coastal Waters,Portugal,Birds,NA,NA,NA,NA,NA,NA,NA,June,2014,June,2016,Occasionally,Necropsy,Stomach,8,8,NA,NA,NA,0,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,ATR-FTIR,Geographic coordinate estimated,Morus bassanus,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Sulidae,Morus,Chordata,37.03424,-7.8221,northern gannet,0
3079,"Nicastro et al., 2018",10.1016/j.marpolbul.2017.11.050,MPB00430,2018,Coastal Waters,Coastal Waters,Portugal,Birds,NA,NA,NA,NA,NA,NA,NA,June,2014,June,2016,Occasionally,Necropsy,Stomach,1,1,NA,NA,NA,0,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,ATR-FTIR,Geographic coordinate estimated,Phalacrocorax carbo,Animalia,Bilateria,Deuterostomia,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Chordata,37.03424,-7.8221,great cormorant,0
3121,"O'Hara et al., 2019",10.1016/j.scitotenv.2018.08.238,MPB00588,2019,Island,Beach,Canada,Birds,NA,NA,NA,NA,NA,NA,NA,September,2014,December,2016,NA,Necropsy,GIT,85,85,NA,NA,5,136,41.17647059,NA,NA,Yes,72.2,6.6,15.4,0,0.7,5.1,0,0,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,13.2,14,0.7,0,0,0,0,5.1,0,66.9,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,Yes,Visual selection,FTIR,Geographic coordinate estimated,Ptychoramphus aleuticus,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Alcidae,Ptychoramphus,Chordata,51.38943309,-130.0708515,NA,141
3226,"Paterson and Dunlop, 2018",NA,MPB00452,2018,Island,Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,May,2016,January,2017,Seasonally,Necropsy,GIT,2,2,NA,NA,NA,0,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-35.06222222,118.05,Flesh-footed shearwater,0
3227,"Paterson and Dunlop, 2018",NA,MPB00452,2018,Island,Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,May,2016,January,2017,Seasonally,Necropsy,GIT,2,2,NA,NA,NA,0,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-35.06666667,117.6938889,Flesh-footed shearwater,0
3366,"Perold et al., 2020",10.1016/j.marpolbul.2020.111471,MPB00891,2020,Island,Island,South Africa,Birds,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,2018,Annually,Bolus,NA,NA,NA,NA,NA,NA,382,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Polyethylene,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,ATR-FTIR,NA,Diomedea exulans,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-46.8666,37.6833,Wandering albatross,382
3367,"Perold et al., 2020",10.1016/j.marpolbul.2020.111471,MPB00891,2020,Island,Island,South Africa,Birds,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,2018,Annually,Bolus,NA,NA,NA,NA,NA,NA,205,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Polyethylene,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,ATR-FTIR,NA,Macronectes giganteus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Macronectes,Chordata,-46.8666,37.6833,NA,205
3368,"Perold et al., 2020",10.1016/j.marpolbul.2020.111471,MPB00891,2020,Island,Island,South Africa,Birds,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,2018,Annually,Bolus,NA,NA,NA,NA,NA,NA,318,NA,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Polyethylene,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Digestion/Filtration/Visual selection,ATR-FTIR,NA,Thalassarche chrysostoma,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-46.8666,37.6833,Grey-headed albatross,318
3470,"Phillips and  Waluda, 2020",10.1016/j.envint.2019.105443,MPB00710,2020,Antarctica,Island,Belize,Birds,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA,2019,Annually,Bolus,Stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Diomedea exulans,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-54,-38.05,Wandering albatross,0
3472,"Phillips and  Waluda, 2020",10.1016/j.envint.2019.105443,MPB00710,2020,Antarctica,Island,Belize,Birds,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA,2019,Annually,Bolus,Stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Thalassarche chrysostoma,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54,-38.05,Grey-headed albatross,0
3473,"Phillips and  Waluda, 2020",10.1016/j.envint.2019.105443,MPB00710,2020,Antarctica,Island,Belize,Birds,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA,2019,Annually,Bolus,Stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Thalassarche melanophris,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Thalassarche,Chordata,-54,-38.05,Black-browed albatross,0
3505,"Provencher et al., 2018",10.1016/j.scitotenv.2018.07.101,MPB00448,2018,Offshore Seas,Offshore Waters,Unknown,Birds,NA,NA,NA,NA,NA,NA,NA,July,2015,July,2015,NA,Necropsy,Faecal precursor,30,30,19,NA,NA,19,46.66666667,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,2,0,0,0,0,2,0,0,0,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,Yes,Digestion/Filtration/Visual selection,NA,Geographic coordinate estimated,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,57.31477495,-50.30320368,Northern fulmar,38
3506,"Provencher et al., 2018",10.1016/j.scitotenv.2018.07.101,MPB00448,2018,Offshore Seas,Offshore Waters,Unknown,Birds,NA,NA,NA,NA,NA,NA,NA,July,2015,July,2015,NA,Necropsy,Stomach,30,30,NA,NA,NA,NA,97,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,0.3,23,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,Yes,Digestion/Filtration/Visual selection,NA,Geographic coordinate estimated,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,57.31477495,-50.30320368,Northern fulmar,0
3507,"Provencher et al., 2018",10.1016/j.envres.2018.07.025,MPB00472,2018,Offshore Seas,Offshore Waters,Canada,Birds,NA,NA,NA,NA,NA,NA,NA,July,2015,July,2015,NA,Necropsy,GIT,31,31,NA,NA,NA,676,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,Yes,Visual selection,NA,Geographic coordinate estimated,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,55.18363393,-58.97181587,Northern fulmar,676
3508,"Provencher et al., 2020",10.1016/j.marpolbul.2019.110679,MPB00702,2020,Coastal,Coastal,Canada,Birds,NA,NA,NA,NA,NA,NA,NA,July,2015,July,2015,Occasionally,Necropsy,GIT,10,10,NA,NA,NA,NA,90,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Fulmarus glacialis,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,54.836133,-55.871115,Northern fulmar,0
3511,"Puskic et al., 2019",10.1093/conphys/coz017,MPB00542,2019,Island,Island,Australia,Birds,NA,mm,Wing chord length,NA,NA,NA,NA,April,2017,May,2017,NA,Necropsy,Gizzard,18,18,NA,NA,NA,NA,26.36,NA,NA,Yes,94.21,0,5.49,0,0,0,0,0.3,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,83.23,0,0,4.88,1.52,0,0,0,3.66,3.35,0,0,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-31.554,159.084,Flesh-footed shearwater,0
3512,"Puskic et al., 2019",10.1093/conphys/coz017,MPB00542,2019,Island,Island,Australia,Birds,NA,mm,Wing chord length,NA,NA,NA,NA,April,2017,May,2017,NA,Necropsy,Proventriculus,18,18,NA,NA,NA,NA,73.64,NA,NA,Yes,94.21,0,5.49,0,0,0,0,0.3,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,83.23,0,0,4.88,1.52,0,0,0,3.66,3.35,0,0,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-31.554,159.084,Flesh-footed shearwater,0
3513,"Puskic et al., 2019",10.1093/conphys/coz017,MPB00542,2019,Island,Island,Australia,Birds,NA,mm,Wing chord length,NA,NA,NA,NA,April,2017,May,2017,NA,Necropsy,Gizzard,18,18,NA,NA,NA,NA,79.55,NA,NA,Yes,79.55,1.14,18.18,0,0,1.14,0,0,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41,65.91,0,0,13.64,0,0,0,0,0,17.05,0,0,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna tenuirostris,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,40.247,148.249,Short-tailed shearwater,0
3514,"Puskic et al., 2019",10.1093/conphys/coz017,MPB00542,2019,Island,Island,Australia,Birds,NA,mm,Wing chord length,NA,NA,NA,NA,April,2017,May,2017,NA,Necropsy,Proventriculus,18,18,NA,NA,NA,NA,20.45,NA,NA,Yes,79.55,1.14,18.18,0,0,1.14,0,0,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41,65.91,0,0,13.64,0,0,0,0,0,17.05,0,0,%,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna tenuirostris,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,40.247,148.249,Short-tailed shearwater,0
3515,"Puskic et al., 2020",10.1016/j.marpolbul.2020.111143,MPB00703,2020,Coastal,Coastal,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,April,2017,April,2017,NA,Necropsy,GIT,38,38,NA,NA,NA,136,89.5,NA,NA,Yes,103,1,30,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,87,0,0,20,1,0,0,0,1,24,0,0,Number,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,Yes,Visual selection,NA,NA,Ardenna tenuirostris,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-40.4,148.4,Short-tailed shearwater,136
4172,"Rodríguez et al., 2018",10.1016/j.envpol.2018.09.007,MPB00435,2018,Island,Island,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,April,2015,May,2016,Seasonally,Necropsy,GIT,140,140,NA,NA,NA,NA,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,NA,Ardenna tenuirostris,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-38.48333333,-145.25,Short-tailed shearwater,0
4426,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,213,213,NA,NA,NA,204,25.82159624,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-25.14301283,153.0661208,Flesh-footed shearwater,204
4427,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,213,213,NA,NA,NA,204,25.82159624,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-28.14158926,162.0556799,Flesh-footed shearwater,204
4428,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,213,213,NA,NA,NA,204,25.82159624,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-37.43545186,176.6924157,Flesh-footed shearwater,204
4429,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,213,213,NA,NA,NA,204,25.82159624,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Ardenna carneipes,Metazoa,NA,NA,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-46.46035144,168.050981,Flesh-footed shearwater,204
